CUSTOMER_ID,WEEK_START,WEEK_END,AGGREGATE_AMOUNT,TXN_COUNT,ARCHETYPE,IS_TRULY_SUSPICIOUS
CU-100034,2026-02-02,2026-02-08,959124.68,6,CASH_BUSINESS,FALSE
CU-100034,2026-02-09,2026-02-15,907550.95,5,CASH_BUSINESS,FALSE
CU-100034,2026-03-09,2026-03-15,948556.12,7,CASH_BUSINESS,FALSE
CU-100034,2026-04-20,2026-04-26,904125.12,4,CASH_BUSINESS,FALSE
CU-100034,2026-05-25,2026-05-31,808337.63,7,CASH_BUSINESS,FALSE
CU-100034,2026-06-01,2026-06-07,977519.29,4,CASH_BUSINESS,FALSE
CU-100034,2026-06-08,2026-06-14,930832.23,6,CASH_BUSINESS,FALSE
CU-100034,2026-06-15,2026-06-21,954738.73,5,CASH_BUSINESS,FALSE
CU-100034,2026-06-22,2026-06-28,957423.99,4,CASH_BUSINESS,FALSE
CU-100034,2026-07-06,2026-07-12,877436.68,4,CASH_BUSINESS,FALSE
CU-100034,2026-07-27,2026-08-02,862173.31,7,CASH_BUSINESS,FALSE
CU-100038,2025-07-21,2025-07-27,966328.92,11,CASH_BUSINESS,FALSE
CU-100038,2025-07-28,2025-08-03,912379.59,9,CASH_BUSINESS,FALSE
CU-100038,2025-08-11,2025-08-17,993552.96,7,CASH_BUSINESS,FALSE
CU-100038,2025-09-01,2025-09-07,962017.11,12,CASH_BUSINESS,FALSE
CU-100038,2025-10-13,2025-10-19,939701.90,8,CASH_BUSINESS,FALSE
CU-100038,2025-11-10,2025-11-16,896167.91,9,CASH_BUSINESS,FALSE
CU-100038,2026-01-19,2026-01-25,819455.35,11,CASH_BUSINESS,FALSE
CU-100038,2026-02-16,2026-02-22,993425.97,7,CASH_BUSINESS,FALSE
CU-100038,2026-02-23,2026-03-01,844207.02,7,CASH_BUSINESS,FALSE
CU-100038,2026-08-03,2026-08-09,843029.77,9,CASH_BUSINESS,FALSE
CU-100044,2025-12-15,2025-12-21,934477.45,6,CASH_BUSINESS,FALSE
CU-100044,2026-01-05,2026-01-11,961676.21,3,CASH_BUSINESS,FALSE
CU-100044,2026-03-02,2026-03-08,882553.30,6,CASH_BUSINESS,FALSE
CU-100044,2026-03-09,2026-03-15,819462.04,4,CASH_BUSINESS,FALSE
CU-100044,2026-03-16,2026-03-22,808766.21,6,CASH_BUSINESS,FALSE
CU-100044,2026-03-30,2026-04-05,814971.54,3,CASH_BUSINESS,FALSE
CU-100044,2026-04-06,2026-04-12,934249.39,7,CASH_BUSINESS,FALSE
CU-100044,2026-04-13,2026-04-19,884558.58,5,CASH_BUSINESS,FALSE
CU-100044,2026-04-20,2026-04-26,826531.13,5,CASH_BUSINESS,FALSE
CU-100044,2026-04-27,2026-05-03,920481.35,5,CASH_BUSINESS,FALSE
CU-100047,2025-06-30,2025-07-06,867862.12,6,MULE,TRUE
CU-100047,2025-07-07,2025-07-13,810468.61,2,MULE,TRUE
CU-100047,2025-11-10,2025-11-16,820463.42,4,MULE,TRUE
CU-100047,2025-11-17,2025-11-23,957761.85,4,MULE,TRUE
CU-100047,2025-11-24,2025-11-30,940785.85,4,MULE,TRUE
CU-100047,2025-12-01,2025-12-07,824744.70,2,MULE,TRUE
CU-100047,2025-12-29,2026-01-04,891159.46,5,MULE,TRUE
CU-100047,2026-04-06,2026-04-12,886504.22,6,MULE,TRUE
CU-100047,2026-04-13,2026-04-19,854450.10,3,MULE,TRUE
CU-100047,2026-04-20,2026-04-26,922814.59,5,MULE,TRUE
CU-100047,2026-04-27,2026-05-03,824405.07,2,MULE,TRUE
CU-100047,2026-05-04,2026-05-10,964213.95,3,MULE,TRUE
CU-100047,2026-05-18,2026-05-24,836335.40,5,MULE,TRUE
CU-100047,2026-05-25,2026-05-31,912160.03,8,MULE,TRUE
CU-100047,2026-06-08,2026-06-14,951324.71,7,MULE,TRUE
CU-100061,2025-11-03,2025-11-09,997096.21,11,LAYERING,TRUE
CU-100061,2026-01-12,2026-01-18,966951.42,8,LAYERING,TRUE
CU-100061,2026-04-06,2026-04-12,996676.97,9,LAYERING,TRUE
CU-100061,2026-05-04,2026-05-10,992046.11,10,LAYERING,TRUE
CU-100080,2025-07-21,2025-07-27,845081.07,10,CASH_BUSINESS,FALSE
CU-100080,2025-07-28,2025-08-03,843893.69,6,CASH_BUSINESS,FALSE
CU-100080,2025-08-11,2025-08-17,978702.44,6,CASH_BUSINESS,FALSE
CU-100080,2025-08-18,2025-08-24,852484.21,11,CASH_BUSINESS,FALSE
CU-100080,2025-09-08,2025-09-14,888639.73,8,CASH_BUSINESS,FALSE
CU-100080,2025-09-15,2025-09-21,966220.10,7,CASH_BUSINESS,FALSE
CU-100080,2025-09-22,2025-09-28,847882.68,8,CASH_BUSINESS,FALSE
CU-100080,2025-10-06,2025-10-12,824415.11,2,CASH_BUSINESS,FALSE
CU-100080,2025-11-03,2025-11-09,846508.79,9,CASH_BUSINESS,FALSE
CU-100080,2025-11-17,2025-11-23,850960.90,8,CASH_BUSINESS,FALSE
CU-100080,2025-12-08,2025-12-14,871229.02,7,CASH_BUSINESS,FALSE
CU-100080,2026-01-26,2026-02-01,883270.89,2,CASH_BUSINESS,FALSE
CU-100080,2026-03-23,2026-03-29,841172.43,2,CASH_BUSINESS,FALSE
CU-100080,2026-03-30,2026-04-05,912993.77,10,CASH_BUSINESS,FALSE
CU-100080,2026-06-08,2026-06-14,979705.21,10,CASH_BUSINESS,FALSE
CU-100082,2025-07-07,2025-07-13,837694.90,7,CASH_BUSINESS,FALSE
CU-100082,2025-08-18,2025-08-24,844499.62,9,CASH_BUSINESS,FALSE
CU-100082,2025-10-13,2025-10-19,909918.11,9,CASH_BUSINESS,FALSE
CU-100082,2025-10-27,2025-11-02,863156.01,11,CASH_BUSINESS,FALSE
CU-100082,2025-11-17,2025-11-23,867484.25,12,CASH_BUSINESS,FALSE
CU-100082,2026-02-16,2026-02-22,869590.92,7,CASH_BUSINESS,FALSE
CU-100082,2026-04-06,2026-04-12,904517.99,10,CASH_BUSINESS,FALSE
CU-100082,2026-04-20,2026-04-26,903239.57,9,CASH_BUSINESS,FALSE
CU-100083,2025-07-14,2025-07-20,933588.31,7,LAYERING,TRUE
CU-100083,2025-07-28,2025-08-03,890054.97,6,LAYERING,TRUE
CU-100083,2025-09-08,2025-09-14,869081.06,13,LAYERING,TRUE
CU-100083,2025-09-22,2025-09-28,820088.99,2,LAYERING,TRUE
CU-100083,2025-09-29,2025-10-05,906818.13,9,LAYERING,TRUE
CU-100083,2025-12-29,2026-01-04,885960.82,6,LAYERING,TRUE
CU-100083,2026-01-12,2026-01-18,939461.98,5,LAYERING,TRUE
CU-100083,2026-01-19,2026-01-25,943319.27,8,LAYERING,TRUE
CU-100083,2026-01-26,2026-02-01,983101.15,9,LAYERING,TRUE
CU-100083,2026-02-02,2026-02-08,886603.03,6,LAYERING,TRUE
CU-100083,2026-02-09,2026-02-15,850177.59,9,LAYERING,TRUE
CU-100083,2026-03-02,2026-03-08,933621.62,5,LAYERING,TRUE
CU-100083,2026-03-09,2026-03-15,857501.26,10,LAYERING,TRUE
CU-100083,2026-04-13,2026-04-19,957185.36,9,LAYERING,TRUE
CU-100083,2026-04-20,2026-04-26,832724.81,2,LAYERING,TRUE
CU-100083,2026-04-27,2026-05-03,855402.17,9,LAYERING,TRUE
CU-100083,2026-05-18,2026-05-24,842088.25,2,LAYERING,TRUE
CU-100083,2026-05-25,2026-05-31,964093.11,8,LAYERING,TRUE
CU-100083,2026-06-15,2026-06-21,889555.57,11,LAYERING,TRUE
CU-100083,2026-07-06,2026-07-12,837398.95,9,LAYERING,TRUE
CU-100083,2026-07-20,2026-07-26,809116.34,5,LAYERING,TRUE
CU-100083,2026-07-27,2026-08-02,949362.20,7,LAYERING,TRUE
CU-100083,2026-08-03,2026-08-09,981117.78,3,LAYERING,TRUE
CU-100099,2025-11-03,2025-11-09,805566.41,5,MULE,TRUE
CU-100099,2025-11-17,2025-11-23,841989.81,5,MULE,TRUE
CU-100099,2025-12-08,2025-12-14,906470.07,4,MULE,TRUE
CU-100099,2026-02-09,2026-02-15,849760.15,4,MULE,TRUE
CU-100099,2026-02-16,2026-02-22,801645.02,3,MULE,TRUE
CU-100099,2026-03-02,2026-03-08,811166.84,3,MULE,TRUE
CU-100099,2026-05-04,2026-05-10,949610.07,2,MULE,TRUE
CU-100099,2026-05-11,2026-05-17,932328.35,5,MULE,TRUE
CU-100099,2026-05-25,2026-05-31,936923.60,5,MULE,TRUE
CU-100100,2025-09-15,2025-09-21,813742.99,9,LAYERING,TRUE
CU-100100,2025-10-06,2025-10-12,893752.04,11,LAYERING,TRUE
CU-100100,2025-10-20,2025-10-26,820092.77,9,LAYERING,TRUE
CU-100100,2026-01-05,2026-01-11,898151.78,2,LAYERING,TRUE
CU-100100,2026-01-19,2026-01-25,828852.76,10,LAYERING,TRUE
CU-100100,2026-01-26,2026-02-01,804365.95,11,LAYERING,TRUE
CU-100100,2026-02-02,2026-02-08,945434.41,12,LAYERING,TRUE
CU-100100,2026-03-02,2026-03-08,986443.02,12,LAYERING,TRUE
CU-100100,2026-05-25,2026-05-31,946103.63,11,LAYERING,TRUE
CU-100101,2025-12-22,2025-12-28,931091.82,2,MULE,TRUE
CU-100101,2026-01-05,2026-01-11,834422.97,6,MULE,TRUE
CU-100101,2026-01-12,2026-01-18,962618.67,4,MULE,TRUE
CU-100101,2026-01-19,2026-01-25,861697.36,7,MULE,TRUE
CU-100101,2026-02-02,2026-02-08,965312.58,7,MULE,TRUE
CU-100101,2026-05-04,2026-05-10,979394.50,3,MULE,TRUE
CU-100101,2026-05-11,2026-05-17,902058.62,5,MULE,TRUE
CU-100101,2026-05-18,2026-05-24,865559.36,7,MULE,TRUE
CU-100101,2026-06-01,2026-06-07,857822.37,2,MULE,TRUE
CU-100101,2026-06-22,2026-06-28,846654.71,4,MULE,TRUE
CU-100101,2026-06-29,2026-07-05,801866.85,5,MULE,TRUE
CU-100104,2025-06-30,2025-07-06,831367.76,8,CASH_BUSINESS,FALSE
CU-100104,2025-07-14,2025-07-20,919017.15,6,CASH_BUSINESS,FALSE
CU-100104,2025-07-21,2025-07-27,824712.38,10,CASH_BUSINESS,FALSE
CU-100104,2025-08-04,2025-08-10,881351.76,11,CASH_BUSINESS,FALSE
CU-100104,2025-08-25,2025-08-31,896036.11,8,CASH_BUSINESS,FALSE
CU-100104,2025-09-08,2025-09-14,972705.90,11,CASH_BUSINESS,FALSE
CU-100104,2025-09-22,2025-09-28,885856.59,12,CASH_BUSINESS,FALSE
CU-100104,2025-09-29,2025-10-05,895170.55,11,CASH_BUSINESS,FALSE
CU-100104,2025-11-24,2025-11-30,823181.60,9,CASH_BUSINESS,FALSE
CU-100104,2025-12-15,2025-12-21,814271.93,7,CASH_BUSINESS,FALSE
CU-100104,2025-12-29,2026-01-04,854936.30,9,CASH_BUSINESS,FALSE
CU-100104,2026-01-05,2026-01-11,845094.38,11,CASH_BUSINESS,FALSE
CU-100104,2026-01-26,2026-02-01,858617.57,7,CASH_BUSINESS,FALSE
CU-100104,2026-02-02,2026-02-08,895297.60,11,CASH_BUSINESS,FALSE
CU-100104,2026-02-09,2026-02-15,959415.89,7,CASH_BUSINESS,FALSE
CU-100104,2026-02-23,2026-03-01,879394.01,12,CASH_BUSINESS,FALSE
CU-100104,2026-03-09,2026-03-15,898701.79,6,CASH_BUSINESS,FALSE
CU-100104,2026-03-23,2026-03-29,801958.37,6,CASH_BUSINESS,FALSE
CU-100104,2026-04-06,2026-04-12,811495.26,9,CASH_BUSINESS,FALSE
CU-100104,2026-04-20,2026-04-26,924833.75,5,CASH_BUSINESS,FALSE
CU-100104,2026-05-04,2026-05-10,900840.14,10,CASH_BUSINESS,FALSE
CU-100104,2026-06-22,2026-06-28,946541.37,5,CASH_BUSINESS,FALSE
CU-100104,2026-06-29,2026-07-05,987913.48,10,CASH_BUSINESS,FALSE
CU-100104,2026-07-06,2026-07-12,864201.73,8,CASH_BUSINESS,FALSE
CU-100104,2026-07-27,2026-08-02,957769.66,12,CASH_BUSINESS,FALSE
CU-100104,2026-08-03,2026-08-09,849693.27,8,CASH_BUSINESS,FALSE
CU-100105,2025-06-30,2025-07-06,987721.27,10,CASH_BUSINESS,FALSE
CU-100105,2025-07-07,2025-07-13,820203.31,7,CASH_BUSINESS,FALSE
CU-100105,2025-07-28,2025-08-03,864510.94,11,CASH_BUSINESS,FALSE
CU-100105,2025-08-04,2025-08-10,833112.46,6,CASH_BUSINESS,FALSE
CU-100105,2025-08-11,2025-08-17,894681.47,9,CASH_BUSINESS,FALSE
CU-100105,2025-09-01,2025-09-07,916137.60,9,CASH_BUSINESS,FALSE
CU-100105,2025-09-29,2025-10-05,946074.81,9,CASH_BUSINESS,FALSE
CU-100105,2025-10-13,2025-10-19,916805.09,12,CASH_BUSINESS,FALSE
CU-100105,2025-11-03,2025-11-09,805768.39,5,CASH_BUSINESS,FALSE
CU-100105,2025-11-17,2025-11-23,914457.50,9,CASH_BUSINESS,FALSE
CU-100105,2025-12-15,2025-12-21,827250.35,11,CASH_BUSINESS,FALSE
CU-100105,2025-12-29,2026-01-04,845962.89,6,CASH_BUSINESS,FALSE
CU-100105,2026-01-05,2026-01-11,808793.67,6,CASH_BUSINESS,FALSE
CU-100105,2026-01-26,2026-02-01,929341.00,7,CASH_BUSINESS,FALSE
CU-100105,2026-03-16,2026-03-22,890981.00,12,CASH_BUSINESS,FALSE
CU-100105,2026-05-04,2026-05-10,814380.85,6,CASH_BUSINESS,FALSE
CU-100105,2026-05-11,2026-05-17,948982.31,10,CASH_BUSINESS,FALSE
CU-100105,2026-06-01,2026-06-07,854032.31,9,CASH_BUSINESS,FALSE
CU-100105,2026-06-15,2026-06-21,843193.45,5,CASH_BUSINESS,FALSE
CU-100105,2026-06-29,2026-07-05,903885.78,12,CASH_BUSINESS,FALSE
CU-100110,2025-07-14,2025-07-20,934201.38,7,CASH_BUSINESS,FALSE
CU-100110,2025-07-28,2025-08-03,929541.79,10,CASH_BUSINESS,FALSE
CU-100110,2025-08-11,2025-08-17,829714.09,6,CASH_BUSINESS,FALSE
CU-100110,2025-09-01,2025-09-07,819969.91,9,CASH_BUSINESS,FALSE
CU-100110,2025-09-08,2025-09-14,813068.05,10,CASH_BUSINESS,FALSE
CU-100110,2025-09-15,2025-09-21,976769.62,7,CASH_BUSINESS,FALSE
CU-100110,2025-09-29,2025-10-05,889344.19,12,CASH_BUSINESS,FALSE
CU-100110,2025-10-06,2025-10-12,840932.22,12,CASH_BUSINESS,FALSE
CU-100110,2025-10-13,2025-10-19,917715.00,5,CASH_BUSINESS,FALSE
CU-100110,2025-10-20,2025-10-26,840181.29,6,CASH_BUSINESS,FALSE
CU-100110,2025-11-17,2025-11-23,801733.99,11,CASH_BUSINESS,FALSE
CU-100110,2025-12-22,2025-12-28,902998.09,10,CASH_BUSINESS,FALSE
CU-100110,2025-12-29,2026-01-04,954703.18,6,CASH_BUSINESS,FALSE
CU-100110,2026-02-02,2026-02-08,898869.35,6,CASH_BUSINESS,FALSE
CU-100110,2026-03-23,2026-03-29,913896.42,8,CASH_BUSINESS,FALSE
CU-100110,2026-04-06,2026-04-12,971725.75,8,CASH_BUSINESS,FALSE
CU-100110,2026-06-22,2026-06-28,996587.11,9,CASH_BUSINESS,FALSE
CU-100112,2025-08-18,2025-08-24,970095.71,12,LAYERING,TRUE
CU-100112,2025-10-27,2025-11-02,945866.71,12,LAYERING,TRUE
CU-100112,2026-02-16,2026-02-22,812340.16,5,LAYERING,TRUE
CU-100112,2026-04-06,2026-04-12,933839.33,10,LAYERING,TRUE
CU-100112,2026-04-13,2026-04-19,888624.96,5,LAYERING,TRUE
CU-100112,2026-07-20,2026-07-26,815734.88,5,LAYERING,TRUE
CU-100112,2026-08-03,2026-08-09,826268.14,2,LAYERING,TRUE
CU-100117,2025-06-30,2025-07-06,877262.46,5,CASH_BUSINESS,FALSE
CU-100117,2025-07-21,2025-07-27,832792.47,6,CASH_BUSINESS,FALSE
CU-100117,2025-08-04,2025-08-10,997394.90,9,CASH_BUSINESS,FALSE
CU-100117,2025-08-11,2025-08-17,928471.80,10,CASH_BUSINESS,FALSE
CU-100117,2025-09-22,2025-09-28,971672.76,6,CASH_BUSINESS,FALSE
CU-100117,2025-10-06,2025-10-12,881491.98,2,CASH_BUSINESS,FALSE
CU-100117,2025-10-13,2025-10-19,915957.11,12,CASH_BUSINESS,FALSE
CU-100117,2025-10-27,2025-11-02,924308.71,6,CASH_BUSINESS,FALSE
CU-100117,2025-11-03,2025-11-09,990592.89,7,CASH_BUSINESS,FALSE
CU-100117,2025-12-08,2025-12-14,936747.24,12,CASH_BUSINESS,FALSE
CU-100117,2025-12-22,2025-12-28,886540.55,7,CASH_BUSINESS,FALSE
CU-100117,2026-02-02,2026-02-08,872835.66,12,CASH_BUSINESS,FALSE
CU-100117,2026-02-09,2026-02-15,879285.81,7,CASH_BUSINESS,FALSE
CU-100117,2026-04-20,2026-04-26,842555.55,2,CASH_BUSINESS,FALSE
CU-100117,2026-05-04,2026-05-10,856000.25,2,CASH_BUSINESS,FALSE
CU-100117,2026-06-15,2026-06-21,885748.36,12,CASH_BUSINESS,FALSE
CU-100117,2026-06-29,2026-07-05,961398.72,9,CASH_BUSINESS,FALSE
CU-100117,2026-07-20,2026-07-26,954426.19,7,CASH_BUSINESS,FALSE
CU-100119,2025-07-14,2025-07-20,821864.89,5,CASH_BUSINESS,FALSE
CU-100119,2025-07-28,2025-08-03,995096.57,11,CASH_BUSINESS,FALSE
CU-100119,2025-08-04,2025-08-10,993539.32,12,CASH_BUSINESS,FALSE
CU-100119,2025-09-01,2025-09-07,826973.28,5,CASH_BUSINESS,FALSE
CU-100119,2025-11-24,2025-11-30,866083.02,5,CASH_BUSINESS,FALSE
CU-100119,2025-12-29,2026-01-04,852436.21,9,CASH_BUSINESS,FALSE
CU-100119,2026-02-09,2026-02-15,992415.64,8,CASH_BUSINESS,FALSE
CU-100119,2026-02-16,2026-02-22,876247.59,12,CASH_BUSINESS,FALSE
CU-100119,2026-03-09,2026-03-15,902411.24,12,CASH_BUSINESS,FALSE
CU-100119,2026-03-16,2026-03-22,970203.55,6,CASH_BUSINESS,FALSE
CU-100119,2026-03-30,2026-04-05,903291.60,8,CASH_BUSINESS,FALSE
CU-100119,2026-04-13,2026-04-19,859217.79,10,CASH_BUSINESS,FALSE
CU-100119,2026-04-20,2026-04-26,830086.66,9,CASH_BUSINESS,FALSE
CU-100119,2026-07-06,2026-07-12,984876.13,8,CASH_BUSINESS,FALSE
CU-100120,2026-01-19,2026-01-25,941870.56,7,MULE,TRUE
CU-100120,2026-01-26,2026-02-01,925759.04,6,MULE,TRUE
CU-100120,2026-02-02,2026-02-08,803671.39,4,MULE,TRUE
CU-100120,2026-02-09,2026-02-15,976735.38,5,MULE,TRUE
CU-100120,2026-02-16,2026-02-22,968848.81,6,MULE,TRUE
CU-100120,2026-03-09,2026-03-15,891070.62,7,MULE,TRUE
CU-100121,2025-06-30,2025-07-06,849889.71,5,MULE,TRUE
CU-100121,2025-07-07,2025-07-13,823620.23,6,MULE,TRUE
CU-100121,2025-07-14,2025-07-20,892265.07,5,MULE,TRUE
CU-100121,2025-07-21,2025-07-27,939621.51,4,MULE,TRUE
CU-100121,2025-07-28,2025-08-03,975994.10,4,MULE,TRUE
CU-100121,2025-08-04,2025-08-10,806563.79,5,MULE,TRUE
CU-100121,2025-08-11,2025-08-17,939653.93,3,MULE,TRUE
CU-100121,2025-08-25,2025-08-31,839528.33,3,MULE,TRUE
CU-100121,2025-09-01,2025-09-07,812534.11,4,MULE,TRUE
CU-100121,2026-01-26,2026-02-01,824614.36,6,MULE,TRUE
CU-100121,2026-02-16,2026-02-22,819312.35,3,MULE,TRUE
CU-100121,2026-02-23,2026-03-01,844222.25,8,MULE,TRUE
CU-100121,2026-03-02,2026-03-08,912092.74,7,MULE,TRUE
CU-100121,2026-03-09,2026-03-15,957480.35,6,MULE,TRUE
CU-100121,2026-04-06,2026-04-12,812226.90,2,MULE,TRUE
CU-100124,2025-12-29,2026-01-04,832825.02,9,LAYERING,TRUE
CU-100124,2026-06-01,2026-06-07,889900.55,6,LAYERING,TRUE
CU-100124,2026-06-15,2026-06-21,949313.37,5,LAYERING,TRUE
CU-100126,2025-09-29,2025-10-05,944274.00,6,CASH_BUSINESS,FALSE
CU-100126,2026-02-02,2026-02-08,848330.36,9,CASH_BUSINESS,FALSE
CU-100126,2026-04-13,2026-04-19,906712.68,5,CASH_BUSINESS,FALSE
CU-100126,2026-04-27,2026-05-03,969879.34,6,CASH_BUSINESS,FALSE
CU-100126,2026-05-11,2026-05-17,934336.42,5,CASH_BUSINESS,FALSE
CU-100126,2026-07-06,2026-07-12,941759.60,10,CASH_BUSINESS,FALSE
CU-100126,2026-08-03,2026-08-09,878392.26,10,CASH_BUSINESS,FALSE
CU-100127,2025-06-30,2025-07-06,856761.85,2,LAYERING,TRUE
CU-100127,2025-08-18,2025-08-24,814881.69,9,LAYERING,TRUE
CU-100127,2025-09-15,2025-09-21,909810.84,7,LAYERING,TRUE
CU-100127,2025-09-22,2025-09-28,855938.31,4,LAYERING,TRUE
CU-100127,2025-11-03,2025-11-09,815339.81,2,LAYERING,TRUE
CU-100127,2025-12-15,2025-12-21,950678.91,7,LAYERING,TRUE
CU-100127,2025-12-22,2025-12-28,906502.05,9,LAYERING,TRUE
CU-100127,2026-01-19,2026-01-25,884643.00,2,LAYERING,TRUE
CU-100127,2026-03-30,2026-04-05,800818.95,5,LAYERING,TRUE
CU-100127,2026-04-27,2026-05-03,938860.77,10,LAYERING,TRUE
CU-100150,2025-07-14,2025-07-20,908109.02,10,CASH_BUSINESS,FALSE
CU-100150,2025-07-28,2025-08-03,904358.13,12,CASH_BUSINESS,FALSE
CU-100150,2025-08-04,2025-08-10,908380.77,2,CASH_BUSINESS,FALSE
CU-100150,2025-08-25,2025-08-31,850533.80,5,CASH_BUSINESS,FALSE
CU-100150,2025-09-08,2025-09-14,824848.18,12,CASH_BUSINESS,FALSE
CU-100150,2025-09-29,2025-10-05,964799.25,11,CASH_BUSINESS,FALSE
CU-100150,2025-11-03,2025-11-09,941538.24,10,CASH_BUSINESS,FALSE
CU-100150,2025-11-10,2025-11-16,867039.50,6,CASH_BUSINESS,FALSE
CU-100150,2025-11-17,2025-11-23,978950.05,7,CASH_BUSINESS,FALSE
CU-100150,2025-12-01,2025-12-07,841561.06,6,CASH_BUSINESS,FALSE
CU-100150,2025-12-08,2025-12-14,874251.03,7,CASH_BUSINESS,FALSE
CU-100150,2026-01-19,2026-01-25,909691.31,8,CASH_BUSINESS,FALSE
CU-100150,2026-02-09,2026-02-15,969149.19,7,CASH_BUSINESS,FALSE
CU-100150,2026-02-23,2026-03-01,848113.24,2,CASH_BUSINESS,FALSE
CU-100150,2026-03-16,2026-03-22,886429.70,9,CASH_BUSINESS,FALSE
CU-100150,2026-03-23,2026-03-29,900179.90,7,CASH_BUSINESS,FALSE
CU-100150,2026-03-30,2026-04-05,823358.68,8,CASH_BUSINESS,FALSE
CU-100150,2026-04-13,2026-04-19,935379.93,11,CASH_BUSINESS,FALSE
CU-100150,2026-04-20,2026-04-26,801365.80,9,CASH_BUSINESS,FALSE
CU-100150,2026-04-27,2026-05-03,875469.29,7,CASH_BUSINESS,FALSE
CU-100150,2026-05-04,2026-05-10,954028.07,8,CASH_BUSINESS,FALSE
CU-100150,2026-05-25,2026-05-31,884399.80,2,CASH_BUSINESS,FALSE
CU-100150,2026-06-08,2026-06-14,944584.38,7,CASH_BUSINESS,FALSE
CU-100150,2026-06-22,2026-06-28,836581.70,6,CASH_BUSINESS,FALSE
CU-100150,2026-06-29,2026-07-05,916222.55,9,CASH_BUSINESS,FALSE
CU-100150,2026-07-27,2026-08-02,973024.30,6,CASH_BUSINESS,FALSE
CU-100150,2026-08-03,2026-08-09,946090.55,13,CASH_BUSINESS,FALSE
CU-100154,2025-09-01,2025-09-07,864501.25,6,CASH_BUSINESS,FALSE
CU-100154,2025-09-08,2025-09-14,973432.13,5,CASH_BUSINESS,FALSE
CU-100154,2025-09-15,2025-09-21,928962.29,4,CASH_BUSINESS,FALSE
CU-100154,2025-09-22,2025-09-28,962943.13,3,CASH_BUSINESS,FALSE
CU-100154,2025-09-29,2025-10-05,843971.78,2,CASH_BUSINESS,FALSE
CU-100154,2025-10-06,2025-10-12,924474.33,6,CASH_BUSINESS,FALSE
CU-100155,2025-09-22,2025-09-28,920105.39,7,CASH_BUSINESS,FALSE
CU-100155,2025-10-20,2025-10-26,893145.06,7,CASH_BUSINESS,FALSE
CU-100155,2025-11-10,2025-11-16,847668.25,6,CASH_BUSINESS,FALSE
CU-100155,2025-11-24,2025-11-30,817485.22,8,CASH_BUSINESS,FALSE
CU-100155,2025-12-08,2025-12-14,933167.92,8,CASH_BUSINESS,FALSE
CU-100155,2025-12-22,2025-12-28,855603.53,6,CASH_BUSINESS,FALSE
CU-100155,2025-12-29,2026-01-04,943994.14,6,CASH_BUSINESS,FALSE
CU-100155,2026-01-05,2026-01-11,813698.36,7,CASH_BUSINESS,FALSE
CU-100155,2026-01-19,2026-01-25,946487.77,8,CASH_BUSINESS,FALSE
CU-100155,2026-02-09,2026-02-15,892394.18,5,CASH_BUSINESS,FALSE
